"","row_number","id","track_name","size_bytes","currency","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num","vpp_lic"
"606",1293,487250856,"Lep's World Plus - super best platformer games",42897408,"USD",0.99,30830,100,4.5,4.5,"2.8.4","4+","Games",40,5,18,1
"607",1294,487285735,"Vudu - Movies & TV",105972736,"USD",0,4052,65,2,2,"5.2.0","12+","Entertainment",37,5,1,1
"608",1297,487767194,"Mad Skills BMX",42697029,"USD",0.99,2547,658,4.5,4.5,"1.4.0","9+","Games",43,5,1,1
"609",1298,487922291,"Eventbrite - Local Events & Fun Things To Do Near Me",52518912,"USD",0,2353,411,4,4.5,"4.3.3","4+","Entertainment",38,0,8,1
"610",1301,488818252,"Chick-fil-A",96230400,"USD",0,5665,643,3.5,3.5,"5.9.1","4+","Food & Drink",37,0,1,1
"611",1302,489185828,"happn — Dating app — Find and meet your crush",78902272,"USD",0,20546,78,4.5,4.5,"7.8.2","17+","Lifestyle",37,0,14,1
"612",1304,489321253,"Action Movie FX",142996480,"USD",0,101222,160,4.5,4.5,"3.2.12","9+","Entertainment",38,1,8,1
"613",1305,489479624,"Hatchi - A retro virtual pet",85693440,"USD",0.99,14381,56,4.5,4,"7.5.4","4+","Games",37,1,5,1
"614",1310,490129379,"Fresh Tracks Snowboarding",104357888,"USD",0,10107,6726,4.5,4.5,"1.52","4+","Games",43,5,6,1
"615",1311,490152130,"A Brief History of the World",143462400,"USD",3.99,280,100,4,4,"1.0.2","4+","Games",43,5,1,1
"616",1317,491075156,"LEGO® Juniors Create & Cruise",241110016,"USD",0,6152,157,4,4,"6.3.1519","4+","Games",37,5,1,1
"617",1319,491594445,"BIG WIN Basketball",66056192,"USD",0,12669,291,4,4,"4.0.2","12+","Games",40,5,1,1
"618",1324,491998279,"Articulation Station Pro",425919488,"USD",59.99,294,130,4.5,5,"2.2.3","4+","Education",38,5,1,1
"619",1328,492502649,"Cape Creator for Minecraft",15948800,"USD",1.99,718,85,2.5,2.5,"3.1","4+","Utilities",38,5,3,1
"620",1329,492571492,"Jurassic Park: The Game 4 HD",468103168,"USD",2.99,256,41,4,4,"1.1.1","12+","Games",40,5,1,1
"621",1331,493136154,"Clear – Tasks, Reminders & To-Do Lists",38476800,"USD",4.99,7521,539,4,3.5,"1.7.4","4+","Productivity",37,5,1,1
"622",1332,493145008,"Headspace",121170944,"USD",0,12819,1326,5,5,"2.13.2","4+","Health & Fitness",37,0,1,1
"623",1333,493226494,"edjing Mix:DJ turntable to remix and scratch music",144888832,"USD",0,13580,1208,4.5,4.5,"6.6.3","4+","Music",37,5,12,1
"624",1335,493536432,"Hundreds",45957120,"USD",2.99,873,56,4,4,"1.45","4+","Games",43,5,1,1
"625",1336,493619333,"MLB.com At Bat",91044864,"USD",0,21830,247,3.5,4.5,"10.2.2","4+","Sports",37,5,2,1
"626",1337,493849232,"Machine World",143887360,"USD",1.99,3875,304,4.5,4.5,"1.6.2","4+","Games",37,5,1,1
"627",1344,494833223,"Highway Rider",169675776,"USD",0,164377,78,4.5,4,"2.0.2","12+","Games",37,4,1,1
"628",1345,494906425,"Who Deleted Me? for Facebook",4303262,"USD",0.99,118,118,1.5,1.5,"1.0.0","4+","Social Networking",45,1,1,0
"629",1346,495077699,"Math Duel - Two Player Split Screen Mathematical Game for Kids and Adults Training - Addition, Subtraction, Multiplication and Division!",16588800,"USD",2.99,203,114,4.5,4.5,"2.1","4+","Education",38,5,1,1
"630",1348,495546638,"Thermo-Hygrometer (Barometer, Feels Like, THI)",8309760,"USD",1.99,1043,119,4.5,4.5,"4.0.1","4+","Weather",37,5,30,1
"631",1349,495583717,"Jigsaw Puzzle",104091648,"USD",0,138726,385,4.5,4.5,"3.6.2","4+","Games",37,5,46,1
"632",1350,495680460,"Toca House",84990976,"USD",2.99,3048,43,4,3.5,"1.0.8","4+","Education",40,5,1,1
"633",1353,496218553,"Tom's Love Letters",29392896,"USD",0,27711,1965,4,4.5,"2.1","4+","Entertainment",43,4,13,1
"634",1354,496438671,"Real Fishing 3D Free",184348672,"USD",0,5131,561,4,3.5,"1.0.9","4+","Games",40,5,1,1
"635",1356,497088907,"Mystery Case Files: 13th Skull HD - A Hidden Object Adventure (Full)",882049024,"USD",6.99,718,207,4,3,"1.0.16","9+","Games",26,5,4,1
"636",1357,497236102,"NOAA Snow Forecast - Accurate Winter Weather, Chance of Snowfall & Snowday Prediction",22798336,"USD",1.99,743,259,4.5,4.5,"1.31","4+","Weather",40,5,1,1
"637",1359,497595276,"The Simpsons™: Tapped Out",86079488,"USD",0,274501,44,4,4,"4.27.0","12+","Games",38,5,18,1
"638",1360,497693461,"VS. Racing 2",58599424,"USD",0,20805,2995,4.5,4.5,"1.6.3","4+","Games",40,5,1,1
"639",1361,497716362,"TonalEnergy Chromatic Tuner and Metronome",65954816,"USD",3.99,1226,53,4.5,5,"1.5.3","4+","Music",37,5,25,1
"640",1362,497788271,"TETRIS® for iPad",58479616,"USD",2.99,3464,42,4.5,3.5,"2.0.36","4+","Games",24,5,11,1
"641",1363,497880658,"J23 - Jordan Release Dates and History",13518848,"USD",1.99,3775,132,5,5,"3.1.2","4+","Sports",37,4,6,1
"642",1364,497933996,"Shoot The Zombirds",134242304,"USD",0.99,2007,80,4.5,4.5,"1.20","9+","Games",40,5,9,1
"643",1365,497936366,"Catapult King",210625536,"USD",0.99,12799,95,4.5,4,"1.5.1","9+","Games",40,5,10,1
"644",1371,499470113,"FileExplorer Pro - File Manager for Computer, NAS",83620864,"USD",4.99,1016,45,4.5,4.5,"6.1","4+","Utilities",37,5,9,1
"645",1373,499794670,"Sid Meier's Pirates!",461555595,"USD",2.99,1618,1267,4.5,4.5,"1.1.2","12+","Games",43,0,1,1
"646",1375,500003565,"Ticketmaster - Tickets for Concerts, Sports, Shows",174097408,"USD",0,5356,63,3,3.5,"1.12.1","4+","Entertainment",37,4,2,1
"647",1376,500098096,"FINAL FANTASY TACTICS: THE WAR OF THE LIONS for iPad",656429019,"USD",15.99,1992,1583,4.5,4.5,"1.2.0","9+","Games",26,5,1,1
"648",1377,500108743,"仙劍奇俠傳5 - 劍傲丹楓",258815519,"USD",2.99,646,369,4,4.5,"1.2.1","4+","Games",43,5,1,1
"649",1378,500116670,"Clear Vision (17+)",37879808,"USD",0.99,541693,69225,4.5,4.5,"1.1.3","17+","Games",43,5,1,1
"650",1379,500963785,"▻Solitaire",58882048,"USD",0,124618,8588,4.5,4.5,"5.4","4+","Games",40,5,7,1
"651",1381,501220013,"LEGO Harry Potter: Years 5-7",489748292,"USD",4.99,5435,3205,4,4,"1.3","9+","Games",43,5,1,1
"652",1383,502344938,"OnSong",75674624,"USD",24.99,1576,33,4,4.5,"1.99995","4+","Music",43,5,16,1
"653",1386,502912815,"Regal Cinemas",76895232,"USD",0,13257,109,4.5,5,"4.3.2","4+","Entertainment",37,0,1,1
"654",1388,503092422,"Ski Safari",161255424,"USD",0.99,45121,1168,5,4.5,"1.5.4","4+","Games",40,5,1,1
"655",1393,504170504,"Louvre HD",125812736,"USD",1.99,1129,93,5,5,"4.4","4+","Lifestyle",40,4,12,1
"656",1399,504575083,"Tank Hero: Laser Wars",23957504,"USD",0.99,1418,138,4.5,4,"1.3","9+","Games",43,5,1,0
"657",1400,504614735,"Ugly Meter PRO™",12806454,"USD",4.99,144,36,2.5,1.5,"1.2","4+","Entertainment",40,0,1,1
"658",1401,504631398,"USA TODAY",96060416,"USD",0,61724,100,3.5,4.5,"4.14.1","4+","News",37,4,1,1
"659",1402,504677517,"CoPilot GPS – Car Navigation & Offline Maps",82534400,"USD",0,3582,70,4,3.5,"10.0.0.984","4+","Navigation",38,5,25,1
"660",1406,505253234,"Charity Miles: Walking & Running Distance Tracker",140154880,"USD",0,3115,87,4,4.5,"4.2.2","4+","Health & Fitness",37,0,1,1
"661",1407,505311207,"Battlefield™ Companion",58883072,"USD",0,689,338,2.5,2.5,"3.0.4","12+","Social Networking",37,5,11,1
"662",1414,506141837,"Whisper - Share, Express, Meet",98764800,"USD",0,39819,58,4,3,"8.6.1","17+","Social Networking",37,0,6,1
"663",1415,506460513,"Emoji>",130970624,"USD",0,55338,455,4.5,4.5,"8.9","9+","Entertainment",38,5,21,1
"664",1416,506462353,"Emoji - inTextMoji Pro ;)",130950144,"USD",0.99,7204,337,4.5,4.5,"7.9","9+","Entertainment",38,5,21,1
"665",1417,506627515,"Hay Day",113641472,"USD",0,567344,4887,4.5,4.5,"1.33.134","4+","Games",38,5,18,1
"666",1418,507051584,"Nom Nom Paleo",51230720,"USD",5.99,2555,44,4.5,4,"3.3","4+","Food & Drink",37,5,1,1
"667",1421,507874739,"Google Drive - free online storage",185695232,"USD",0,59255,599,4.5,4.5,"4.2017.17212","4+","Productivity",37,5,47,1
"668",1422,507937883,"THE KING OF FIGHTERS-i 2012",1196212224,"USD",2.99,228,228,4.5,4.5,"1.0.4","12+","Games",38,0,2,1
"669",1424,508433124,"Real Pool 3D",76383232,"USD",1.99,1156,77,4,4,"2.1","4+","Games",38,5,1,1
"670",1426,508558296,"Cooking Academy (Full)",43375753,"USD",1.99,475,475,4.5,4.5,"1.0.1","4+","Games",43,0,1,1
"671",1427,509260769,"iSleep Easy - Meditations for Restful Sleep",178581504,"USD",3.99,664,70,4.5,4.5,"6.23","4+","Health & Fitness",37,3,1,1
"672",1430,509987785,"Pic Jointer – Photo Collage, Camera Effects Editor",81019904,"USD",0,51330,58,4.5,4.5,"5.0","4+","Photo & Video",37,5,7,1
"673",1431,509993510,"Smule Sing!",109940736,"USD",0,119316,33,4.5,4,"5.2.3","9+","Music",37,5,12,1
"674",1434,510301841,"Toca Kitchen Monsters",64406528,"USD",0,8062,197,4,3.5,"1.0.5","4+","Education",40,5,1,1
"675",1436,510461758,"Bike Race - Top Motorcycle Racing Games",120187904,"USD",0,405007,4053,4.5,5,"7.3.11","4+","Games",38,5,9,1
"676",1438,510855668,"Amazon Music",77778944,"USD",0,106235,4605,4.5,5,"6.5.0","4+","Music",37,5,6,1
"677",1441,511332635,"Sonic The Hedgehog 4™ Episode II",721056768,"USD",2.99,5606,44,3.5,4,"2.1.4","9+","Games",40,5,9,1
"678",1443,511841016,"Extreme Fishing 2 Free",54148397,"USD",0,12002,759,4.5,3.5,"1.0.9","4+","Games",43,4,3,1
"679",1445,512142109,"Max Payne Mobile",1428322304,"USD",2.99,2183,64,4.5,4,"1.4.3","17+","Games",40,4,1,1
"680",1449,512727332,"Flipagram",84792320,"USD",0,79905,324,4.5,4.5,"8.19.2","12+","Photo & Video",37,5,36,1
"681",1450,512939461,"Subway Surfers",156038144,"USD",0,706110,97,4.5,4,"1.72.1","9+","Games",38,5,1,1
"682",1451,513445705,"Easter Bunny Tracker Fun",10027923,"USD",0,83,80,3,3,"1.7","4+","Entertainment",43,5,1,1
"683",1454,514345557,"Home Design 3D GOLD",207154176,"USD",9.99,9889,262,4.5,4.5,"4.1.1","4+","Productivity",37,5,16,1
"684",1456,514634235,"Papa's Burgeria",42811392,"USD",2.99,1589,60,4.5,4.5,"1.1.3","4+","Games",24,5,16,1
"685",1457,515094775,"Bazaart Photo Editor Pro and Picture Collage Maker",120474624,"USD",0,4909,479,4.5,5,"4.6.3","4+","Photo & Video",37,2,13,1
"686",1458,515114051,"Baldur's Gate: Enhanced Edition",2441125888,"USD",9.99,1454,102,4,4,"1.3.1","12+","Games",43,5,1,1
"687",1461,515850648,"Prize Wheel ™",36770816,"USD",0,3287,88,4,4,"7.1.4","17+","Entertainment",37,0,1,1
"688",1462,515884174,"Flick Home Run ! HD",21049015,"USD",0.99,2144,1700,4.5,4.5,"1.3.3","4+","Games",26,5,1,1
"689",1464,516349924,"Slingshot Racing",78962688,"USD",0.99,3189,1459,4.5,4.5,"1.3.2.0","4+","Games",43,5,1,1
"690",1465,516561342,"LINE Camera - Photo editor, Animated Stamp, Filter",77113344,"USD",0,3978,58,4.5,5,"14.0.4","4+","Photo & Video",37,5,16,1
"691",1467,516875543,"Offroad Legends",96497664,"USD",0.99,22281,49,4.5,4,"1.3.3","4+","Games",38,5,30,1
"692",1469,517260318,"Bejeweled Classic HD",151254016,"USD",0,70926,927,4.5,4.5,"2.1","4+","Games",24,5,5,1
"693",1470,517271093,"Virtua Tennis Challenge",401727488,"USD",4.99,1339,459,4,4,"1.2","4+","Games",39,4,9,1
"694",1471,517329357,"Dark Sky Weather",20826112,"USD",3.99,10014,514,4,4.5,"5.2.9","4+","Weather",37,3,1,1
"695",1475,517642765,"Weaphones: Firearms Simulator Volume 1",61468672,"USD",2.99,1478,72,4.5,4.5,"2.3.1","12+","Games",43,5,16,1
"696",1476,517685886,"Le Havre (The Harbor)",157290496,"USD",4.99,2125,561,4.5,4.5,"1.4.1","4+","Games",47,5,1,1
"697",1478,517871755,"You Doodle - draw on photos & pictures, add text",72188928,"USD",0,8520,49,4.5,4.5,"7.5.8","4+","Photo & Video",37,5,18,1
"698",1482,518684914,"Depop - Buy, Sell and Share",85724160,"USD",0,2478,109,4.5,4,"1.35","12+","Shopping",37,0,2,1
"699",1485,519077434,"Text 2 Group Pro - Quickly send SMS messages",49426432,"USD",2.99,2798,277,4,4.5,"7.5","4+","Productivity",38,5,15,1
"700",1489,519640317,"Alice in the Mirrors of Albion: Hidden object game",1222732800,"USD",0,47382,50,4,4.5,"5.9.3","4+","Games",37,5,7,1
"701",1491,519817714,"Credit Karma: Free Credit Scores, Reports & Alerts",95494144,"USD",0,101679,181,5,5,"4.11.1","4+","Finance",37,0,1,1
"702",1493,520777858,"The Sandbox - Building & Crafting a Pixel World!",171482112,"USD",0,41108,258,4.5,4.5,"2.0","4+","Games",38,5,45,1
"703",1500,521640648,"Toca Band",323621888,"USD",2.99,3107,110,4.5,3.5,"1.0.6","4+","Education",40,5,1,1
"704",1501,521671873,"My Singing Monsters",240521216,"USD",0,130519,1445,4.5,5,"2.0.8","4+","Games",37,5,7,1
"705",1504,522008611,"ATracker - Daily Task and Time Tracking",153064448,"USD",0,1114,34,4.5,4.5,"8.70","4+","Productivity",37,5,12,1
"706",1508,522408559,"Slots - Pharaoh's Way",76591104,"USD",0,69610,69,4.5,4,"7.4.0","12+","Games",43,4,1,1
"707",1511,522626820,"iTranslate Voice - Speak & Translate in Real Time",56189952,"USD",6.99,14469,81,4,4,"3.1.5","4+","Productivity",37,5,22,1
"708",1515,522826277,"Remind: Fast, Efficient School Messaging",117131264,"USD",0,9796,60,4.5,4.5,"7.10.1","4+","Education",37,5,6,1
"709",1517,523403945,"Best Skins Creator Pro - for Minecraft PE & PC",36002816,"USD",1.99,4243,48,4,4.5,"5.3.5","4+","Utilities",37,5,2,1
"710",1521,524299475,"AutoRap by Smule",71257088,"USD",0,18202,514,4,3.5,"2.3.5","12+","Music",37,5,12,1
"711",1522,524359189,"The Amazing Spider-Man",829148559,"USD",6.99,17895,10970,4.5,4,"1.0.3","12+","Games",39,4,12,1
"712",1523,524509185,"Temple Run: Brave",130115584,"USD",1.99,27593,386,4,4,"1.6","4+","Games",40,5,1,1
"713",1524,524644575,"BabyScope - Prenatal Listener",61694976,"USD",4.99,875,51,3,4,"4.7.0","4+","Utilities",37,5,1,1
"714",1526,524988885,"realMyst",1043664896,"USD",6.99,708,59,4,4,"1.1.1","12+","Games",37,5,1,1
"715",1529,525246631,"Fair Food Maker Game - Make Yummy Carnival Treats",111604736,"USD",0,12251,93,4,4,"2.1","4+","Games",38,5,1,1
"716",1530,525507410,"Potty Time with Elmo",47083520,"USD",2.99,712,53,3.5,2,"3.0","4+","Education",43,5,1,1
"717",1532,525790167,"Fuel Rewards® program",58839040,"USD",0,2249,495,4.5,4.5,"2.5.4","4+","Shopping",37,0,1,1
"718",1534,525818839,"Plague Inc.",95603712,"USD",0.99,143285,406,4.5,4.5,"1.14.1","12+","Games",40,5,14,1
"719",1535,525929300,"DiveChamp",41779200,"USD",0.99,295,133,4.5,4.5,"1.22","4+","Games",43,5,1,1
"720",1536,526011730,"Tom Loves Angela",53489664,"USD",0.99,1151,129,4,4,"2.0","4+","Entertainment",43,0,13,1
"721",1537,526012271,"Tom Loves Angela for iPad",55357440,"USD",2.99,2286,1060,4,4.5,"2.0","4+","Entertainment",26,4,13,1
"722",1538,526590469,"Jake's Never Land Pirate School",303058944,"USD",0.99,4337,398,4,4,"1.0.7","4+","Entertainment",40,5,1,1
"723",1539,526641427,"Flow Free",20669440,"USD",0,373857,3428,4.5,4.5,"2.9","4+","Games",38,5,11,1
"724",1542,526831380,"Storm Shield",26501120,"USD",2.99,2516,994,4.5,5,"3.8.3","12+","Weather",38,5,1,1
"725",1544,527173191,"Pumped: BMX",38629376,"USD",1.99,1164,76,5,4.5,"1.60","4+","Games",43,5,13,1
"726",1545,527219710,"Sworkit - Custom Workouts for Exercise & Fitness",143166464,"USD",0,16819,348,5,5,"5.4.1","4+","Health & Fitness",37,5,12,1
"727",1547,527445936,"Photo Editor by Aviary",36269056,"USD",0,39501,741,4.5,5,"4.6.1","12+","Photo & Video",37,5,23,1
"728",1548,527705255,"Hurricane Tracker WESH 2 Orlando, Central Florida",29992960,"USD",0,203,84,4,4.5,"4.1","4+","Weather",37,1,1,1
"729",1552,528805631,"Where's My Perry?",126416896,"USD",2.99,24314,123,4.5,3.5,"1.7.7.78","4+","Games",38,5,14,1
"730",1556,529096189,"Granny Smith",68317184,"USD",1.99,8568,1902,4.5,4.5,"1.3.1","4+","Games",43,5,1,1
"731",1557,529096824,"Lep's World 2 Plus - super best platformer games",66832384,"USD",0.99,8404,79,4.5,4.5,"2.6.5","4+","Games",40,5,3,1
"732",1558,529379082,"Lyft",157950976,"USD",0,46922,414,4.5,4.5,"4.33.3","4+","Travel",37,0,1,1
"733",1559,529443604,"SnoreLab : Record Your Snoring",56814592,"USD",0,1341,266,4.5,4.5,"3.7.3","12+","Medical",38,5,9,1
"734",1561,529479190,"Clash of Clans",116476928,"USD",0,2130805,579,4.5,4.5,"9.24.12","9+","Games",38,5,18,1
"735",1563,529652920,"Zombie Tsunami",115895296,"USD",0,31311,83,4.5,4.5,"3.6.3","4+","Games",38,5,14,1
"736",1565,529997671,"Disney Channel – Watch Full Episodes, Movies & TV",132038656,"USD",0,21082,37,3.5,3.5,"5.7.0","4+","Entertainment",37,5,1,1
"737",1568,530060483,"METAL SLUG 3",151613440,"USD",2.99,2798,529,3.5,4,"1.2.4","9+","Games",43,5,2,1
"738",1573,530621395,"Wish - Shopping Made Fun",48428032,"USD",0,141960,579,4.5,4.5,"3.20.6","12+","Shopping",37,5,30,1
"739",1577,531184261,"Trigger Fist",144196155,"USD",0,69624,58269,4.5,4.5,"1.11","12+","Games",43,5,1,1
"740",1579,531325150,"Talking Ginger for iPad",79683584,"USD",0,20065,113,4.5,4,"2.4.2","4+","Entertainment",24,5,13,1
"741",1581,531968389,"Deck Pass Plus",10240000,"USD",1.99,350,170,3.5,3.5,"3.0.1","4+","Sports",43,5,1,1
"742",1583,532138534,"Dragon Island Blue",53772288,"USD",0.99,9119,1541,5,4.5,"1.1.0","9+","Games",43,5,2,1
"743",1584,533024665,"Organ Trail: Director's Cut",245444608,"USD",2.99,3389,203,4.5,4.5,"2.0.4","12+","Games",40,4,1,1
"744",1585,533055738,"cute icon&wallpaper dressup - CocoPPa",65789952,"USD",0,12508,810,4,4,"3.2.8","4+","Lifestyle",38,0,10,1
"745",1586,533079551,"DEAD TRIGGER",301228032,"USD",0,78918,4345,4.5,4.5,"1.9.0","17+","Games",43,4,1,1
"746",1587,533173905,"MY LITTLE PONY: Magic Princess Quests",107032576,"USD",0,65201,148,4.5,4,"3.5.0","4+","Games",38,4,13,1
"747",1589,533451786,"Bad Piggies",260106240,"USD",0,26259,38,4.5,3.5,"2.3.3","4+","Games",37,0,1,1
"748",1590,533863652,"Odysseus: Long Way Home HD (Full)",281676680,"USD",4.99,39,39,4,4,"1.0.0","4+","Games",26,5,7,1
"749",1591,533893269,"KODAK Kiosk Connect App",21434368,"USD",0,3711,525,4.5,4.5,"1.23","4+","Photo & Video",38,0,27,1
"750",1595,534282109,"Topia World Builder",59056128,"USD",1.99,1775,161,3.5,3.5,"1.6.1","4+","Games",43,5,1,1
"751",1596,534342529,"Bubble Mania™",189151232,"USD",0,122081,49,4.5,4,"1.9","4+","Games",38,5,1,1
"752",1604,535176909,"BADLAND",222380032,"USD",2.99,21325,195,4.5,4.5,"3.3.3","9+","Games",37,5,13,1
"753",1606,535500008,"Hungry Shark Evolution",320535552,"USD",0,83784,358,4.5,4.5,"4.8","12+","Games",38,5,33,1
"754",1607,535609266,"Into the Dead",171828224,"USD",0,32492,2346,4.5,4.5,"2.5","12+","Games",38,5,14,1
"755",1608,535640259,"Fitstar Personal Trainer",50043904,"USD",0,7496,79,4.5,4.5,"3.1","4+","Health & Fitness",37,5,5,1
"756",1611,535811906,"Over— Edit Photos, Add Text & Captions to Pictures",109300736,"USD",0,16221,165,4.5,4.5,"4.3.1","4+","Photo & Video",37,5,1,1
"757",1612,535886823,"Google Chrome – The Fast and Secure Web Browser",95385600,"USD",0,55750,163,3.5,3,"58.0.3029.113","17+","Utilities",37,5,37,1
"758",1614,536049508,"Full Fitness : Exercise Workout Trainer",104803328,"USD",2.99,7573,884,4.5,4.5,"3.1","4+","Health & Fitness",37,0,11,1
"759",1616,536433148,"Trainz Driver - train driving game and realistic railroad simulator",384385024,"USD",2.99,2228,252,4,4,"1.1.4","4+","Games",43,5,1,1
"760",1617,536475199,"Toddler Counting 123",60891136,"USD",0.99,121,42,4,4,"3.1","4+","Education",43,5,15,1
"761",1618,536495161,"Lapse It Pro • Time Lapse & Stop Motion Camera • Professional HD",22585344,"USD",2.99,2079,760,4.5,4.5,"2.52","4+","Photo & Video",40,5,9,1
"762",1619,537263603,"UNO ™ & Friends",131464192,"USD",0,68911,2137,4,4,"3.3.3","9+","Games",38,5,14,1
"763",1622,537524388,"Block Earth",85463040,"USD",4.99,2089,278,4,5,"1.8.5","4+","Games",38,5,1,1
"764",1624,537773100,"Bastion",1281059840,"USD",4.99,14247,320,4.5,4.5,"1.4","12+","Games",43,4,1,1
"765",1625,537931449,"Rayman Jungle Run",78690304,"USD",2.99,25517,273,4.5,4,"1.3.6","9+","Games",38,5,8,1
"766",1627,538212549,"Big Fish Casino – Best Vegas Slot Machines & Games",108107776,"USD",0,113959,707,4.5,4.5,"10.3.1","12+","Games",38,5,1,1
"767",1630,538407602,"SpellingCity",109510656,"USD",0,1566,402,3.5,3.5,"1.9.13","4+","Education",40,4,16,1
"768",1632,539124565,"We Heart It - Fashion, wallpapers, quotes, tattoos",79953920,"USD",0,90414,44,5,4,"8.3.0","12+","Social Networking",37,5,31,1
"769",1637,540392362,"Castle Raid",47127849,"USD",0.99,1087,895,4.5,4.5,"1.02","9+","Games",43,5,1,1
"770",1639,540925164,"Need for Speed™ Most Wanted",2023336960,"USD",4.99,7315,161,4,3,"1.0.54","4+","Games",37,5,11,1
"771",1642,541517597,"Tiny Wings HD",28681216,"USD",2.99,12181,76,4.5,4.5,"2.2","4+","Games",24,5,6,1
"772",1643,541672969,"Robot Unicorn Attack 2",106917888,"USD",0,21432,269,4.5,4.5,"1.7.3","9+","Games",40,5,6,1
"773",1646,542180079,"The Secret Society® - Hidden Mystery",1433910272,"USD",0,168674,252,4,4.5,"1.25.2500","4+","Games",37,5,11,1
"774",1650,542909191,"Unfilth Your Habitat",12316672,"USD",0.99,321,112,4.5,4.5,"1.4","17+","Productivity",43,5,1,1
"775",1654,543186831,"8 Ball Pool™",86776832,"USD",0,416736,19076,4.5,4.5,"3.9.1","4+","Games",38,5,10,1
"776",1662,544118997,"Shopular Coupons, Weekly Deals for Target, Walmart",52582400,"USD",0,22729,997,5,5,"6.80","4+","Shopping",37,4,1,1
"777",1668,544695089,"The World Ends with You: Solo Remix",2664228864,"USD",17.99,2760,187,4.5,5,"1.2.4","9+","Games",16,0,2,1
"778",1669,545229893,"Bad Piggies HD",260040704,"USD",0,19018,81,4.5,4.5,"2.3.3","4+","Games",24,5,1,1
"779",1670,545519333,"Amazon Prime Video",69435392,"USD",0,43667,1109,4,4.5,"4.4.1","12+","Entertainment",37,5,3,1
"780",1682,546630411,"Can Knockdown 3",151453696,"USD",1.99,1135,213,4.5,5,"1.30","4+","Games",38,5,11,1
"781",1684,546821797,"Photo Editor-",46732288,"USD",0,9095,411,4.5,4.5,"5.0.4","4+","Photo & Video",37,5,31,1
"782",1686,546937504,"Blendamaze",53692416,"USD",2.99,1504,40,4.5,4.5,"3.1","4+","Games",40,5,1,1
"783",1688,547101139,"Traffic Racer",132160512,"USD",0,22458,369,4.5,4.5,"2.4.1","4+","Games",40,4,16,1
"784",1689,547109049,"Karaoke - Sing Karaoke, Unlimited Songs!",95711232,"USD",0,28606,955,4.5,4.5,"4.1.5","4+","Music",38,5,19,1
"785",1693,547305617,"Bingo Pop",274991104,"USD",0,18971,36,4,4,"3.11.25","12+","Games",38,5,1,1
"786",1694,547566699,"Infectonator",25939813,"USD",0.99,3069,1315,4.5,4.5,"1.4","9+","Games",43,5,16,1
"787",1695,547702041,"Tinder",126720000,"USD",0,143040,114,3.5,4,"7.5.1","17+","Lifestyle",37,0,42,1
"788",1696,547951480,"ZARA",61317120,"USD",0,2731,48,4.5,4.5,"3.3","4+","Shopping",37,0,29,1
"789",1698,548580856,"Slayin",22982656,"USD",0.99,45574,34080,4.5,4.5,"2.0","12+","Games",43,5,1,1
"790",1701,549027629,"Super Hexagon",33219584,"USD",2.99,10748,1842,4.5,4.5,"2.3","4+","Games",38,4,1,1
"791",1703,549105915,"True Skate",66697216,"USD",1.99,11065,35,4,3.5,"1.4.24","4+","Games",37,4,1,1
"792",1709,550221096,"STARZ",110111744,"USD",0,8971,267,3.5,4.5,"3.3.1","17+","Entertainment",37,5,1,1
"793",1712,550946484,"Word Chums",90521600,"USD",3.99,11536,171,5,5,"2.2.3","4+","Games",38,5,1,1
"794",1713,550971517,"Dr. Panda's Restaurant",125091840,"USD",1.99,370,116,4,4.5,"2.5","4+","Games",40,5,17,1
"795",1715,551407760,"Jumping Horses Champions",41161832,"USD",0.99,835,835,4.5,4.5,"1.0","4+","Games",43,5,1,1
"796",1721,552039496,"The Room",338273280,"USD",0.99,143908,1056,5,5,"1.0.4","9+","Games",24,5,1,1
"797",1722,552208596,"Followers - Social Analytics For Instagram",59160576,"USD",0,112778,139,4.5,4.5,"6.8.4","4+","Social Networking",37,5,11,1
"798",1726,552602056,"ClassDojo",80195584,"USD",0,35440,122,4.5,5,"4.8.3","4+","Education",37,5,55,1
"799",1727,552764013,"NASCAR MOBILE",70040576,"USD",0,16385,6556,4,4.5,"6.3.0","4+","Sports",37,4,1,1
"800",1728,553211336,"Daniel Tiger’s Neighborhood: Play at Home with Daniel",58736640,"USD",2.99,930,88,3.5,3.5,"2.0.4","4+","Education",43,5,1,1
"801",1731,553834731,"Candy Crush Saga",222846976,"USD",0,961794,2453,4.5,4.5,"1.101.0","4+","Games",43,5,24,1
"802",1732,553918524,"Ugly",47773530,"USD",0,224,224,4,4,"1.0","4+","Entertainment",43,0,1,1
"803",1733,553921725,"Crazy Taxi",277301248,"USD",0,8573,42,4,4,"2.02","9+","Games",37,5,11,1
"804",1741,554533253,"Campaign Manager - A Presidential Election Simulation Game",7053312,"USD",2.99,116,40,4,4,"2.0","4+","Games",40,5,1,1
"805",1742,554597348,"Vector HD",137798656,"USD",0.99,1291,30,4.5,3.5,"1.2.0","9+","Games",24,5,1,1
"806",1745,554936942,"Talking Angela for iPad",76846080,"USD",0,32763,191,3.5,3.5,"2.7","4+","Entertainment",24,5,13,1
